,조사연월,가구구분코드,가구원수,취업인원수,노인가구여부,가구주_연령,가구주_학력코드,가구주_취업여부,가구주_10차산업분류코드,거처구분코드,입주형태코드,전국전체가구_1인이상소득10분위코드,소득구간코드,가계지출금액,가계지출_소비지출금액,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_기타상품서비스이용금액,도시읍면부구분코드
0,202400.0,1.0,1.0,1.0,0.0,17.0,4.0,1.0,I,1.0,6.0,3.0,3.0,1487073.0,1405480.0,215127.0,0.0,15600.0,536483.0,40350.0,9315.0,291120.0,40500.0,39428.0,0.0,119950.0,97608.0,1.0
1,202400.0,1.0,1.0,1.0,0.0,19.0,4.0,1.0,C,1.0,3.0,3.0,3.0,2292209.0,1300155.0,71202.0,3767.0,,304725.0,22470.0,43533.0,144730.0,,98853.0,0.0,414866.0,102402.0,1.0
2,202400.0,1.0,1.0,1.0,0.0,19.0,4.0,1.0,C,1.0,6.0,5.0,4.0,2972954.0,2486679.0,98150.0,75400.0,299209.0,514498.0,78571.0,55788.0,100373.0,39015.0,278475.0,105000.0,647875.0,194326.0,0.0
3,202400.0,1.0,1.0,1.0,0.0,19.0,4.0,1.0,R,1.0,3.0,5.0,4.0,1690479.0,914477.0,60333.0,0.0,19810.0,532390.0,10658.0,7250.0,32263.0,1020.0,41695.0,0.0,195983.0,13075.0,0.0
4,202400.0,1.0,1.0,1.0,0.0,19.0,5.0,,G,1.0,6.0,2.0,2.0,1623590.0,1560160.0,112000.0,108000.0,0.0,600490.0,0.0,0.0,62000.0,39600.0,21070.0,0.0,605000.0,12000.0,1.0
5,202400.0,1.0,1.0,1.0,0.0,19.0,6.0,1.0,,1.0,4.0,1.0,2.0,1223134.0,1164044.0,155235.0,1650.0,188614.0,111090.0,8580.0,18600.0,120248.0,80066.0,71320.0,0.0,227170.0,181472.0,1.0
6,202400.0,1.0,1.0,1.0,0.0,19.0,6.0,1.0,P,4.0,4.0,1.0,1.0,823681.0,818056.0,173915.0,2250.0,20550.0,109335.0,18250.0,11150.0,73053.0,9175.0,59299.0,30000.0,285843.0,25238.0,1.0
7,202400.0,1.0,1.0,1.0,0.0,20.0,4.0,1.0,S,1.0,6.0,3.0,3.0,1414130.0,1165780.0,64370.0,9900.0,5000.0,,0.0,0.0,137710.0,73000.0,2500.0,0.0,299100.0,36400.0,1.0
8,202400.0,1.0,1.0,1.0,0.0,20.0,5.0,1.0,G,6.0,6.0,2.0,2.0,1331565.0,1330315.0,80787.0,0.0,131058.0,450300.0,10947.0,23067.0,88597.0,1233.0,71180.0,0.0,313642.0,159505.0,1.0
9,,1.0,1.0,1.0,0.0,20.0,6.0,1.0,G,1.0,6.0,1.0,2.0,1038954.0,1035172.0,51400.0,0.0,31099.0,437112.0,,0.0,157148.0,78140.0,42817.0,,148235.0,79513.0,1.0
10,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,I,1.0,6.0,1.0,1.0,1606094.0,1593594.0,143875.0,9500.0,24200.0,520605.0,9343.0,10025.0,232177.0,49000.0,105694.0,0.0,455964.0,33213.0,1.0
11,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,I,1.0,6.0,1.0,1.0,543240.0,520893.0,43450.0,23833.0,0.0,316677.0,9667.0,2333.0,28767.0,0.0,17167.0,0.0,,17136.0,1.0
12,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,I,1.0,6.0,1.0,2.0,1307697.0,1307697.0,178515.0,690.0,54850.0,281855.0,2995.0,4100.0,45815.0,310000.0,163167.0,0.0,99492.0,166220.0,1.0
13,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,I,1.0,6.0,2.0,2.0,874790.0,874790.0,27200.0,,335000.0,0.0,18700.0,41000.0,27990.0,0.0,68400.0,0.0,186100.0,170400.0,1.0
14,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,I,1.0,7.0,1.0,2.0,973249.0,953249.0,133480.0,0.0,45350.0,347540.0,9730.0,32665.0,53415.0,10000.0,74590.0,0.0,178500.0,67979.0,0.0
15,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,P,1.0,6.0,1.0,2.0,958510.0,958510.0,6500.0,0.0,0.0,542690.0,7000.0,15000.0,83000.0,0.0,21570.0,0.0,253800.0,28950.0,1.0
16,202400.0,1.0,1.0,1.0,0.0,20.0,6.0,1.0,P,1.0,6.0,2.0,2.0,1253875.0,1242019.0,196537.0,2900.0,50961.0,415692.0,7500.0,49367.0,116113.0,1500.0,53353.0,,295646.0,52450.0,1.0
17,202400.0,1.0,1.0,1.0,0.0,21.0,4.0,1.0,I,1.0,6.0,4.0,4.0,2682940.0,1478930.0,219830.0,36600.0,0.0,335710.0,10900.0,55400.0,109990.0,69000.0,90900.0,0.0,518700.0,31900.0,0.0
18,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,G,2.0,6.0,1.0,2.0,1329434.0,1277981.0,137998.0,8260.0,224599.0,115418.0,6540.0,60396.0,18950.0,10370.0,320527.0,0.0,219975.0,154947.0,1.0
19,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,1.0,6.0,1.0,1.0,1434111.0,1434111.0,39730.0,37420.0,239513.0,527468.0,6580.0,5520.0,25510.0,0.0,116834.0,0.0,377238.0,58297.0,1.0
20,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,1.0,6.0,2.0,2.0,1155335.0,1154960.0,90005.0,3000.0,85198.0,466995.0,26563.0,58278.0,122873.0,975.0,90680.0,0.0,193025.0,17370.0,1.0
21,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,,I,1.0,7.0,1.0,2.0,1286574.0,1241089.0,160242.0,4300.0,179308.0,363990.0,15100.0,27592.0,67744.0,9480.0,25900.0,99000.0,235333.0,53100.0,1.0
22,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,,6.0,2.0,2.0,1528667.0,1491098.0,173948.0,23477.0,142429.0,167195.0,39907.0,45863.0,150795.0,74451.0,192984.0,0.0,367842.0,112207.0,1.0
23,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,4.0,6.0,1.0,2.0,1227977.0,1217777.0,51238.0,20320.0,32370.0,442734.0,3000.0,39100.0,118722.0,24150.0,31415.0,0.0,334134.0,120594.0,1.0
24,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,4.0,6.0,2.0,2.0,2861773.0,2845785.0,33650.0,36000.0,78855.0,322605.0,21000.0,43300.0,199635.0,0.0,152500.0,1608650.0,348590.0,1000.0,1.0
25,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,I,6.0,4.0,3.0,3.0,1135349.0,1014164.0,101440.0,11762.0,94367.0,110654.0,17120.0,41841.0,40900.0,118472.0,102456.0,0.0,350312.0,24840.0,1.0
26,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,P,1.0,6.0,1.0,2.0,1330731.0,1320731.0,94338.0,3750.0,231983.0,404503.0,24642.0,22833.0,29877.0,24893.0,33533.0,91667.0,270819.0,87893.0,1.0
27,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,P,1.0,6.0,2.0,2.0,1489603.0,1412273.0,62325.0,0.0,195239.0,497280.0,0.0,11500.0,38884.0,7250.0,204123.0,0.0,388622.0,7050.0,1.0
28,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,P,1.0,6.0,2.0,2.0,2185757.0,2050323.0,83026.0,50700.0,92351.0,501114.0,40652.0,24160.0,30456.0,10000.0,329266.0,620800.0,205815.0,61983.0,0.0
29,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,P,2.0,4.0,4.0,3.0,2461677.0,2025167.0,163720.0,49585.0,165700.0,123595.0,21200.0,14200.0,363431.0,8400.0,161080.0,0.0,576588.0,377668.0,1.0
30,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,Q,1.0,6.0,2.0,2.0,2610768.0,2534705.0,167098.0,117960.0,141660.0,297482.0,7118.0,12840.0,130764.0,57584.0,260500.0,638400.0,668020.0,35278.0,1.0
31,202400.0,1.0,1.0,1.0,0.0,21.0,6.0,1.0,R,1.0,7.0,1.0,1.0,840447.0,826447.0,36260.0,0.0,26480.0,380000.0,1420.0,2960.0,70810.0,0.0,64995.0,0.0,239442.0,4080.0,1.0
32,202400.0,1.0,1.0,1.0,0.0,22.0,4.0,1.0,O,1.0,4.0,2.0,2.0,2126592.0,1574539.0,140255.0,0.0,58093.0,70506.0,18903.0,19533.0,92717.0,16000.0,168079.0,0.0,831404.0,159049.0,1.0
33,202400.0,1.0,1.0,1.0,0.0,22.0,4.0,1.0,R,1.0,6.0,2.0,2.0,1727241.0,1701567.0,66913.0,9613.0,9000.0,769257.0,11637.0,89987.0,68933.0,86046.0,120071.0,0.0,269600.0,200511.0,1.0
34,202400.0,1.0,1.0,1.0,0.0,22.0,4.0,1.0,S,1.0,6.0,3.0,3.0,1589984.0,1333161.0,140529.0,0.0,40067.0,560945.0,3933.0,2417.0,88168.0,82537.0,7167.0,0.0,367483.0,39915.0,1.0
35,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,G,6.0,6.0,5.0,4.0,2247921.0,1866496.0,65238.0,42025.0,247518.0,578933.0,54394.0,11775.0,164638.0,119529.0,71355.0,0.0,456664.0,54428.0,1.0
36,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,I,1.0,6.0,2.0,2.0,1501830.0,1358030.0,407747.0,13787.0,9333.0,331793.0,19193.0,9900.0,51667.0,39085.0,40833.0,0.0,337833.0,96858.0,1.0
37,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,P,1.0,2.0,4.0,4.0,2229034.0,1924809.0,75848.0,0.0,174368.0,425630.0,0.0,39315.0,50370.0,78337.0,335314.0,50000.0,586920.0,108707.0,0.0
38,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,P,,2.0,4.0,4.0,4748705.0,4453545.0,25400.0,0.0,140000.0,461240.0,2000.0,2900000.0,97660.0,90600.0,349280.0,0.0,305470.0,81895.0,
39,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,Q,1.0,2.0,5.0,4.0,2835180.0,2395380.0,127850.0,0.0,178100.0,402800.0,0.0,21750.0,281225.0,360000.0,21470.0,0.0,900185.0,102000.0,0.0
40,202400.0,1.0,1.0,1.0,0.0,22.0,5.0,1.0,R,6.0,6.0,5.0,4.0,2629110.0,2215320.0,26690.0,279400.0,0.0,557940.0,0.0,8300.0,,89990.0,9900.0,0.0,1193000.0,0.0,1.0
41,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,C,1.0,6.0,3.0,3.0,2690001.0,2364506.0,252013.0,126097.0,3333.0,313023.0,2900.0,18167.0,384147.0,406095.0,78213.0,0.0,688487.0,92031.0,1.0
42,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,C,4.0,4.0,2.0,2.0,1643557.0,1536232.0,79395.0,917.0,123225.0,28037.0,41383.0,7517.0,90558.0,43467.0,209104.0,494500.0,345943.0,72186.0,1.0
43,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,G,1.0,6.0,2.0,2.0,1893763.0,1887763.0,65954.0,8590.0,46482.0,300906.0,3860.0,76340.0,102281.0,39020.0,172976.0,638400.0,360113.0,72842.0,1.0
44,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,G,2.0,2.0,3.0,3.0,2371980.0,2249780.0,54890.0,4750.0,59900.0,1689739.0,0.0,76800.0,81250.0,0.0,100000.0,0.0,181700.0,751.0,1.0
45,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,G,4.0,6.0,3.0,3.0,2012050.0,2002050.0,76360.0,0.0,32667.0,341020.0,900.0,2833.0,10500.0,24039.0,66131.0,1297967.0,49733.0,99900.0,1.0
46,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,H,1.0,6.0,1.0,1.0,1116735.0,1116735.0,34860.0,57500.0,33915.0,307300.0,0.0,12000.0,158150.0,68740.0,159700.0,0.0,269670.0,14900.0,0.0
47,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,1.0,1.0,1137387.0,1121684.0,153248.0,0.0,130270.0,268604.0,13421.0,16280.0,67135.0,0.0,52152.0,0.0,343898.0,76678.0,1.0
48,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,1.0,2.0,2263160.0,2263160.0,19500.0,0.0,10000.0,33810.0,0.0,11000.0,104800.0,4000.0,1587400.0,0.0,468650.0,24000.0,1.0
49,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,1.0,2.0,2380347.0,2054097.0,80226.0,2000.0,94200.0,425451.0,1600.0,135830.0,146890.0,95921.0,102580.0,0.0,267078.0,702322.0,1.0
50,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,2.0,2.0,1676048.0,1579318.0,133655.0,5500.0,55725.0,57760.0,33653.0,87250.0,172770.0,0.0,58775.0,121000.0,463944.0,389287.0,1.0
51,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,2.0,2.0,1982880.0,1982880.0,71918.0,5250.0,122093.0,405042.0,5033.0,89947.0,79521.0,77081.0,524396.0,3583.0,567194.0,31822.0,1.0
52,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,6.0,2.0,2.0,923173.0,901375.0,97348.0,7000.0,12400.0,412502.0,640.0,34900.0,57868.0,48764.0,61740.0,0.0,154500.0,13713.0,1.0
53,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,1.0,7.0,2.0,2.0,1214398.0,1187582.0,63600.0,1000.0,333921.0,359377.0,12987.0,3833.0,111672.0,23383.0,36660.0,0.0,126713.0,114436.0,1.0
54,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,I,2.0,2.0,2.0,2.0,1739471.0,,29392.0,63400.0,53640.0,580525.0,0.0,95800.0,219400.0,204990.0,184634.0,0.0,290490.0,7200.0,0.0
55,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,P,1.0,6.0,1.0,1.0,1021874.0,1010324.0,35430.0,0.0,23054.0,516270.0,8200.0,27800.0,88550.0,21270.0,,0.0,216480.0,64700.0,1.0
56,202400.0,1.0,1.0,1.0,0.0,22.0,6.0,1.0,P,1.0,6.0,2.0,2.0,2101316.0,2063816.0,74297.0,0.0,344665.0,502370.0,91782.0,35068.0,211268.0,2775.0,163900.0,0.0,539732.0,97960.0,1.0
57,202400.0,1.0,1.0,1.0,0.0,23.0,4.0,1.0,C,1.0,6.0,3.0,3.0,1237495.0,1089670.0,134447.0,750.0,66108.0,299614.0,17487.0,6033.0,125207.0,64347.0,90333.0,0.0,216908.0,68436.0,1.0
58,202400.0,1.0,1.0,1.0,0.0,23.0,4.0,1.0,C,1.0,6.0,4.0,3.0,1871297.0,1610237.0,88060.0,0.0,21306.0,399570.0,6000.0,75000.0,170770.0,78760.0,201346.0,0.0,410780.0,158645.0,1.0
59,202400.0,1.0,1.0,1.0,0.0,23.0,4.0,1.0,H,6.0,6.0,4.0,4.0,2172795.0,1437328.0,91493.0,80890.0,71033.0,591833.0,1000.0,3333.0,137737.0,88670.0,64822.0,0.0,281980.0,24536.0,1.0
60,202400.0,1.0,1.0,1.0,0.0,23.0,4.0,1.0,I,4.0,6.0,3.0,3.0,2287536.0,2269143.0,304543.0,12267.0,286517.0,476795.0,30960.0,350447.0,69390.0,,188063.0,0.0,269337.0,206145.0,1.0
61,202400.0,1.0,1.0,1.0,0.0,23.0,4.0,1.0,R,6.0,6.0,1.0,1.0,1110885.0,1016909.0,55830.0,0.0,21317.0,553062.0,21088.0,16502.0,15115.0,24317.0,100493.0,0.0,120650.0,88537.0,1.0
62,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,J,1.0,6.0,2.0,3.0,1778389.0,1583812.0,51037.0,22387.0,9100.0,478327.0,21803.0,305217.0,11500.0,43040.0,39633.0,0.0,484233.0,117536.0,1.0
63,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,J,6.0,6.0,3.0,3.0,1977575.0,1759540.0,153960.0,0.0,22660.0,640510.0,25465.0,18150.0,338400.0,14500.0,267460.0,0.0,185300.0,93135.0,1.0
64,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,O,1.0,6.0,4.0,4.0,2137841.0,1655500.0,92795.0,22960.0,34273.0,310182.0,20062.0,2517.0,15707.0,55550.0,661693.0,,407322.0,32440.0,1.0
65,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,P,1.0,2.0,4.0,4.0,2365772.0,2077857.0,92265.0,8100.0,147225.0,415194.0,13500.0,82750.0,370145.0,76140.0,109250.0,0.0,674485.0,88804.0,0.0
66,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,Q,6.0,4.0,2.0,3.0,1087674.0,721764.0,51955.0,7235.0,55385.0,45885.0,9090.0,0.0,99975.0,58448.0,33322.0,0.0,325850.0,34619.0,1.0
67,202400.0,1.0,1.0,1.0,0.0,23.0,5.0,1.0,R,3.0,2.0,2.0,3.0,1300850.0,1300850.0,67250.0,22900.0,0.0,598400.0,16300.0,0.0,57500.0,86000.0,24500.0,0.0,411200.0,16800.0,1.0
68,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,C,6.0,4.0,1.0,1.0,769960.0,646060.0,15900.0,50800.0,0.0,146960.0,0.0,0.0,111080.0,0.0,17020.0,0.0,269300.0,35000.0,1.0
69,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,G,1.0,6.0,1.0,1.0,1235970.0,1222470.0,101384.0,9875.0,23070.0,487053.0,77203.0,34600.0,141392.0,7000.0,43757.0,0.0,256560.0,40577.0,1.0
70,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,G,1.0,6.0,2.0,2.0,1335482.0,1270539.0,105188.0,3235.0,65463.0,314913.0,31933.0,13885.0,55535.0,125643.0,21889.0,0.0,314683.0,218170.0,1.0
71,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,G,1.0,6.0,4.0,4.0,2529586.0,1282766.0,86230.0,66500.0,137000.0,164690.0,2500.0,3500.0,183449.0,55890.0,102250.0,0.0,363849.0,116908.0,1.0
72,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,G,6.0,6.0,2.0,2.0,1572858.0,1495378.0,106348.0,0.0,112858.0,102555.0,10000.0,5900.0,905693.0,70020.0,30645.0,0.0,,82260.0,1.0
73,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,H,2.0,6.0,1.0,1.0,968672.0,947530.0,302649.0,3625.0,85460.0,186238.0,58598.0,60066.0,51118.0,33892.0,35070.0,0.0,82980.0,47836.0,1.0
74,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,I,1.0,4.0,2.0,2.0,1429267.0,1277591.0,113377.0,6247.0,83233.0,90923.0,113949.0,33000.0,,38363.0,22363.0,0.0,362492.0,89665.0,1.0
75,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,I,1.0,6.0,1.0,2.0,1114773.0,1114773.0,198405.0,2000.0,45320.0,293130.0,12334.0,23580.0,85222.0,65000.0,10440.0,0.0,351960.0,27382.0,1.0
76,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,I,1.0,6.0,2.0,2.0,1513515.0,1226225.0,80980.0,0.0,240850.0,428205.0,0.0,24950.0,27050.0,27490.0,131400.0,0.0,265300.0,0.0,1.0
77,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,I,1.0,6.0,3.0,3.0,1947538.0,1804516.0,60164.0,,57420.0,385392.0,34500.0,15000.0,182672.0,22460.0,505188.0,0.0,318972.0,215707.0,0.0
78,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,I,1.0,7.0,1.0,1.0,1237290.0,1237290.0,176370.0,0.0,83000.0,594380.0,2240.0,0.0,185900.0,0.0,24500.0,0.0,169900.0,1000.0,
79,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,K,1.0,2.0,2.0,2.0,1779522.0,1708908.0,96016.0,1500.0,132038.0,503163.0,41658.0,6967.0,135772.0,94190.0,271400.0,37333.0,305908.0,82963.0,1.0
80,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,K,1.0,6.0,1.0,1.0,1044074.0,1044074.0,54725.0,6750.0,0.0,400535.0,1000.0,0.0,223377.0,0.0,10640.0,0.0,324365.0,22682.0,1.0
81,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,N,1.0,7.0,1.0,1.0,1497463.0,1455463.0,53442.0,10180.0,19540.0,454096.0,28540.0,7620.0,89724.0,10000.0,336184.0,0.0,440356.0,5780.0,0.0
82,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,O,2.0,6.0,4.0,4.0,3054965.0,2475623.0,113939.0,15258.0,316969.0,651714.0,39936.0,59598.0,135472.0,139007.0,129792.0,120000.0,484964.0,268973.0,1.0
83,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,O,6.0,4.0,5.0,4.0,3991962.0,3027992.0,92940.0,10129.0,147233.0,219404.0,675065.0,3000.0,573753.0,58400.0,312834.0,0.0,596674.0,338560.0,1.0
84,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,P,1.0,6.0,2.0,2.0,2173617.0,2155283.0,65418.0,480.0,173431.0,538193.0,11529.0,34423.0,139546.0,11133.0,69414.0,719333.0,277792.0,114592.0,0.0
85,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,P,1.0,7.0,1.0,1.0,677917.0,677917.0,67510.0,0.0,21647.0,347410.0,200.0,0.0,0.0,18750.0,17500.0,0.0,204900.0,0.0,1.0
86,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,P,1.0,7.0,1.0,2.0,1629625.0,1573625.0,131056.0,121840.0,14184.0,396026.0,7040.0,8498.0,184539.0,1900.0,68436.0,45200.0,474918.0,119989.0,1.0
87,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,P,2.0,6.0,5.0,4.0,1905777.0,1281797.0,100340.0,0.0,150320.0,123840.0,41950.0,25300.0,31150.0,52826.0,208900.0,0.0,418406.0,128765.0,1.0
88,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,P,4.0,6.0,2.0,2.0,1462768.0,1363848.0,139135.0,51533.0,67817.0,438642.0,16217.0,39100.0,70255.0,83700.0,56017.0,28800.0,253357.0,119277.0,1.0
89,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,Q,1.0,6.0,2.0,2.0,1944131.0,1778648.0,94180.0,49198.0,54700.0,330422.0,21530.0,178380.0,315940.0,86347.0,175556.0,,311184.0,161211.0,0.0
90,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,R,1.0,6.0,2.0,2.0,2167560.0,2147560.0,292400.0,0.0,171390.0,670000.0,0.0,302600.0,46700.0,21110.0,115870.0,0.0,435980.0,91510.0,1.0
91,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,R,4.0,6.0,2.0,2.0,2141951.0,1715716.0,128786.0,0.0,101066.0,636710.0,42456.0,11866.0,126766.0,23728.0,97154.0,23400.0,401317.0,122467.0,1.0
92,202400.0,1.0,1.0,1.0,0.0,23.0,6.0,1.0,S,1.0,6.0,1.0,1.0,1454795.0,1328128.0,120392.0,8933.0,128792.0,401688.0,43483.0,104504.0,101940.0,1333.0,87007.0,90000.0,215025.0,25032.0,0.0
93,202400.0,1.0,1.0,1.0,0.0,23.0,7.0,1.0,P,2.0,6.0,2.0,2.0,3104452.0,2782042.0,90958.0,5945.0,0.0,424135.0,16850.0,12450.0,13250.0,49170.0,38625.0,1951000.0,166045.0,13614.0,1.0
94,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,C,1.0,6.0,4.0,4.0,2658050.0,2051080.0,131880.0,45000.0,77000.0,392500.0,0.0,7100.0,72600.0,839000.0,42000.0,0.0,429000.0,,1.0
95,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,C,2.0,6.0,4.0,4.0,2856957.0,2123567.0,350486.0,5000.0,53317.0,302230.0,15713.0,428077.0,168090.0,54424.0,80110.0,0.0,595893.0,70227.0,0.0
96,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,G,1.0,6.0,1.0,1.0,956841.0,945354.0,39625.0,0.0,27500.0,0.0,61250.0,6750.0,81730.0,97500.0,216696.0,0.0,380260.0,34043.0,1.0
97,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,G,2.0,6.0,3.0,3.0,1247936.0,973186.0,63075.0,7875.0,1450.0,275875.0,8000.0,24545.0,109950.0,36287.0,13500.0,0.0,,126279.0,1.0
98,202400.0,1.0,1.0,,0.0,24.0,4.0,1.0,H,1.0,6.0,4.0,4.0,2290807.0,2054177.0,325030.0,128667.0,11130.0,444177.0,10800.0,72177.0,140390.0,96630.0,150493.0,0.0,637533.0,37150.0,1.0
99,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,M,1.0,6.0,3.0,3.0,3466711.0,3174545.0,92648.0,39800.0,57660.0,510735.0,23180.0,339122.0,38188.0,332883.0,934067.0,0.0,627314.0,178949.0,1.0
100,202400.0,1.0,1.0,1.0,0.0,24.0,4.0,1.0,R,1.0,6.0,2.0,2.0,2112282.0,2089094.0,83249.0,80183.0,43900.0,563475.0,12370.0,100902.0,86050.0,373292.0,45325.0,0.0,478412.0,221937.0,1.0
101,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,C,1.0,6.0,9.0,8.0,4232939.0,2544265.0,212229.0,87067.0,191589.0,493763.0,18116.0,277543.0,264833.0,66725.0,221767.0,0.0,673933.0,36699.0,1.0
102,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,I,1.0,7.0,3.0,3.0,1359125.0,1341125.0,24578.0,0.0,362390.0,321105.0,7750.0,12450.0,45380.0,61773.0,70675.0,0.0,236845.0,198180.0,1.0
103,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,I,2.0,6.0,2.0,2.0,2620570.0,2520570.0,50233.0,19833.0,268683.0,600563.0,1067.0,63567.0,213967.0,64357.0,71567.0,0.0,1056650.0,110083.0,1.0
104,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,J,1.0,6.0,4.0,4.0,3099769.0,2738230.0,60488.0,78816.0,81266.0,485076.0,74502.0,56580.0,292203.0,129236.0,461280.0,0.0,927217.0,91566.0,1.0
105,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,J,6.0,6.0,5.0,5.0,2117157.0,1756611.0,78550.0,12100.0,156702.0,,,114100.0,186187.0,75340.0,76000.0,0.0,683250.0,132242.0,1.0
106,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,N,1.0,4.0,3.0,3.0,1580279.0,1303119.0,82850.0,120980.0,83750.0,86695.0,0.0,12600.0,364645.0,131798.0,127513.0,0.0,252900.0,39389.0,1.0
107,202400.0,1.0,1.0,1.0,0.0,24.0,5.0,1.0,N,1.0,6.0,2.0,2.0,2137339.0,1770199.0,137149.0,162123.0,4400.0,592593.0,10495.0,22423.0,62985.0,36226.0,128550.0,0.0,550545.0,62712.0,1.0
